strain	depth_x	Number.of.scaffolds	Total.scaffold.length	Average.scaffold.length	Scaffold.N50	Scaffold.auN	Scaffold.L50	Largest.scaffold	Smallest.scaffold	Number.of.contigs	Total.contig.length	Average.contig.length	Contig.N50	Contig.auN	Contig.L50	Largest.contig	Smallest.contig	Number.of.gaps.in.scaffolds	Total.gap.length.in.scaffolds	Average.gap.length.in.scaffolds	Gap.N50.in.scaffolds	Gap.auN.in.scaffolds	Gap.L50.in.scaffolds	Largest.gap.in.scaffolds	Smallest.gap.in.scaffolds	Base.composition..A.C.G.T.	GC.content..	Number.of.soft.masked.bases	Number.of.segments	Total.segment.length	Average.segment.length	Number.of.gaps	Number.of.paths	Number.of.edges	Average.degree	Number.of.connected.components	Largest.connected.component.length	Number.of.dead.ends	Number.of.disconnected.components	Total.length.disconnected.components	Number.of.separated.components	Number.of.bubbles	Number.of.circular.segments	Number.of.circular.paths	depth	depth_category
24-SA02581-0	60x	1	4763634	4763634	4763634	4763634	1	4763634	4763634	1	4763634	4763634	4763634	4763634	1	4763634	4763634	0	0	0	0	0	0	0	0	1137319:1246160:1242103:1138052	52.23	0	1	4763634	4763634	0	1	2	2	1	4763634	0	0	0	1	0	1	1	60	>30
24-SA02581-0	70x	1	4763632	4763632	4763632	4763632	1	4763632	4763632	1	4763632	4763632	4763632	4763632	1	4763632	4763632	0	0	0	0	0	0	0	0	1137319:1246159:1242103:1138051	52.23	0	1	4763632	4763632	0	1	2	2	1	4763632	0	0	0	1	0	1	1	70	>30
24-SA02581-0	80x	1	4763633	4763633	4763633	4763633	1	4763633	4763633	1	4763633	4763633	4763633	4763633	1	4763633	4763633	0	0	0	0	0	0	0	0	1138051:1242103:1246160:1137319	52.23	0	1	4763633	4763633	0	1	2	2	1	4763633	0	0	0	1	0	1	1	80	>30
24-SA02581-0	90x	1	4763632	4763632	4763632	4763632	1	4763632	4763632	1	4763632	4763632	4763632	4763632	1	4763632	4763632	0	0	0	0	0	0	0	0	1137318:1246160:1242103:1138051	52.23	0	1	4763632	4763632	0	1	2	2	1	4763632	0	0	0	1	0	1	1	90	>30
24-SA02582-0	100x	2	5027474	2513737	4933464	4842969.83	1	4933464	94010	2	5027474	2513737	4933464	4842969.83	1	4933464	94010	0	0	0	0	0	0	0	0	1203798:1313708:1307198:1202770	52.13	0	2	5027474	2513737	0	2	3	1.5	2	4933464	0	0	0	2	0	2	2	100	>30
24-SA02582-0	10x	7	5016349	716621.29	1377961	1427926.63	2	1857776	40564	7	5016349	716621.29	1377961	1427926.63	2	1857776	40564	0	0	0	0	0	0	0	0	1205427:1327114:1289056:1194752	52.15	0	7	5016349	716621.29	0	7	3	0.43	2	4548678	9	3	373661	5	0	1	1	10	10
24-SA02582-0	150x	2	5027474	2513737	4933464	4842969.83	1	4933464	94010	2	5027474	2513737	4933464	4842969.83	1	4933464	94010	0	0	0	0	0	0	0	0	1203798:1313708:1307198:1202770	52.13	0	2	5027474	2513737	0	2	3	1.5	2	4933464	0	0	0	2	0	2	2	150	>30
24-SA02582-0	200x	2	5027473	2513736.5	4933463	4842968.83	1	4933463	94010	2	5027473	2513736.5	4933463	4842968.83	1	4933463	94010	0	0	0	0	0	0	0	0	1203798:1313707:1307198:1202770	52.13	0	2	5027473	2513736.5	0	2	3	1.5	2	4933463	0	0	0	2	0	2	2	200	>30
24-SA02582-0	20x	2	5027172	2513586	4933161	4842666.12	1	4933161	94011	2	5027172	2513586	4933161	4842666.12	1	4933161	94011	0	0	0	0	0	0	0	0	1202065:1308757:1311709:1204641	52.13	0	2	5027172	2513586	0	2	3	1.5	2	4933161	0	0	0	2	0	2	2	20	20
24-SA02582-0	30x	2	5027487	2513743.5	4933477	4842982.82	1	4933477	94010	2	5027487	2513743.5	4933477	4842982.82	1	4933477	94010	0	0	0	0	0	0	0	0	1204381:1311965:1308951:1202190	52.13	0	2	5027487	2513743.5	0	2	3	1.5	2	4933477	0	0	0	2	0	2	2	30	30
24-SA02582-0	40x	2	5027481	2513740.5	4933471	4842976.83	1	4933471	94010	2	5027481	2513740.5	4933471	4842976.83	1	4933471	94010	0	0	0	0	0	0	0	0	1204382:1311958:1308953:1202188	52.13	0	2	5027481	2513740.5	0	2	3	1.5	2	4933471	0	0	0	2	0	2	2	40	>30
24-SA02582-0	50x	4	5038380	1259595	4933473	4832516.48	1	4933473	4639	4	5038380	1259595	4933473	4832516.48	1	4933473	4639	0	0	0	0	0	0	0	0	1206683:1315006:1311969:1204722	52.14	0	4	5038380	1259595	0	4	3	0.75	2	4933473	4	2	10897	4	0	2	2	50	>30
24-SA02582-0	60x	2	5027475	2513737.5	4933465	4842970.83	1	4933465	94010	2	5027475	2513737.5	4933465	4842970.83	1	4933465	94010	0	0	0	0	0	0	0	0	1202771:1307199:1313707:1203798	52.13	0	2	5027475	2513737.5	0	2	3	1.5	2	4933465	0	0	0	2	0	2	2	60	>30
24-SA02582-0	70x	2	5027478	2513739	4933468	4842973.83	1	4933468	94010	2	5027478	2513739	4933468	4842973.83	1	4933468	94010	0	0	0	0	0	0	0	0	1203798:1313711:1307199:1202770	52.13	0	2	5027478	2513739	0	2	3	1.5	2	4933468	0	0	0	2	0	2	2	70	>30
24-SA02582-0	80x	2	5027476	2513738	4933466	4842971.83	1	4933466	94010	2	5027476	2513738	4933466	4842971.83	1	4933466	94010	0	0	0	0	0	0	0	0	1202188:1308954:1311953:1204381	52.13	0	2	5027476	2513738	0	2	3	1.5	2	4933466	0	0	0	2	0	2	2	80	>30
24-SA02582-0	90x	2	5027477	2513738.5	4933467	4842972.83	1	4933467	94010	2	5027477	2513738.5	4933467	4842972.83	1	4933467	94010	0	0	0	0	0	0	0	0	1202771:1307199:1313709:1203798	52.13	0	2	5027477	2513738.5	0	2	3	1.5	2	4933467	0	0	0	2	0	2	2	90	>30
24-SA02583-0	100x	8	4953751	619218.88	4709676	4481325.14	1	4709676	1223	8	4953751	619218.88	4709676	4481325.14	1	4709676	1223	0	0	0	0	0	0	0	0	1184779:1289212:1290113:1189647	52.07	0	8	4953751	619218.88	0	8	8	1	6	4709676	4	2	4160	8	0	6	6	100	>30
24-SA02583-0	10x	9	4951400	550155.56	4027250	3373175.33	1	4027250	1130	9	4951400	550155.56	4027250	3373175.33	1	4027250	1130	0	0	0	0	0	0	0	0	1187787:1307530:1270048:1186035	52.06	0	9	4951400	550155.56	0	9	7	0.78	5	102839	8	4	4712193	9	0	5	5	10	10
24-SA02583-0	150x	8	5054526	631815.75	4709676	4394528.56	1	4709676	5631	8	5054526	631815.75	4709676	4394528.56	1	4709676	5631	0	0	0	0	0	0	0	0	1209565:1313995:1318127:1212839	52.07	0	8	5054526	631815.75	0	8	8	1	6	4709676	4	2	37078	8	0	6	6	150	>30
24-SA02583-0	200x	8	4951451	618931.38	4709766	4483576.38	1	4709766	477	8	4951451	618931.38	4709766	4483576.38	1	4709766	477	0	0	0	0	0	0	0	0	1185649:1287181:1290619:1188002	52.06	0	8	4951451	618931.38	0	8	11	1.38	6	4709766	0	0	0	6	0	5	5	200	>30
24-SA02583-0	20x	6	4947536	824589.33	4709765	4487033.59	1	4709765	5631	6	4947536	824589.33	4709765	4487033.59	1	4709765	5631	0	0	0	0	0	0	0	0	1186211:1287963:1288085:1185277	52.07	0	6	4947536	824589.33	0	6	7	1.17	6	4709765	0	0	0	6	0	6	6	20	20
24-SA02583-0	30x	6	4954110	825685	4709682	4480986.74	1	4709682	7641	6	4954110	825685	4709682	4480986.74	1	4709682	7641	0	0	0	0	0	0	0	0	1189356:1290395:1289460:1184899	52.08	0	6	4954110	825685	0	6	6	1	5	4709682	2	1	7641	6	0	5	5	30	30
24-SA02583-0	40x	10	4977736	497773.6	4709678	4459724.83	1	4709678	1543	10	4977736	497773.6	4709678	4459724.83	1	4709678	1543	0	0	0	0	0	0	0	0	1194422:1294224:1295166:1193924	52.02	0	10	4977736	497773.6	0	10	8	0.8	6	4709678	8	4	21510	10	0	6	6	40	>30
24-SA02583-0	50x	8	4948453	618556.63	4709678	4486092.22	1	4709678	1462	8	4948453	618556.63	4709678	4486092.22	1	4709678	1462	0	0	0	0	0	0	0	0	1182845:1290218:1286666:1188724	52.07	0	8	4948453	618556.63	0	8	8	1	6	4709678	4	2	3185	8	0	6	6	50	>30
24-SA02583-0	60x	6	4949228	824871.33	4709676	4485390.07	1	4709676	5631	6	4949228	824871.33	4709676	4485390.07	1	4709676	5631	0	0	0	0	0	0	0	0	1184716:1291951:1285175:1187386	52.07	0	6	4949228	824871.33	0	6	7	1.17	6	4709676	0	0	0	6	0	6	6	60	>30
24-SA02583-0	70x	6	4957353	826225.5	4709760	4478217.35	1	4709760	11003	6	4957353	826225.5	4709760	4478217.35	1	4709760	11003	0	0	0	0	0	0	0	0	1191161:1289198:1291571:1185423	52.06	0	6	4957353	826225.5	0	6	7	1.17	6	4709760	0	0	0	6	0	6	6	70	>30
24-SA02583-0	80x	9	4950541	550060.11	4709676	4484223.22	1	4709676	677	9	4950541	550060.11	4709676	4484223.22	1	4709676	677	0	0	0	0	0	0	0	0	1184061:1288186:1289527:1188767	52.07	0	9	4950541	550060.11	0	9	14	1.56	6	4709676	0	0	0	6	0	7	7	80	>30
24-SA02583-0	90x	6	4945672	824278.67	4709677	4488628.46	1	4709677	4074	6	4945672	824278.67	4709677	4488628.46	1	4709677	4074	0	0	0	0	0	0	0	0	1184309:1287602:1287740:1186021	52.07	0	6	4945672	824278.67	0	6	7	1.17	6	4709677	0	0	0	6	0	6	6	90	>30
24-SA02585-0	100x	5	4899882	979976.4	4774474	4655162.95	1	4774474	1302	5	4899882	979976.4	4774474	4655162.95	1	4774474	1302	0	0	0	0	0	0	0	0	1172856:1276582:1275590:1174854	52.09	0	5	4899882	979976.4	0	5	5	1	3	4774474	4	2	5231	5	0	3	3	100	>30
24-SA02585-0	10x	6	4914847	819141.17	4774261	4640607.11	1	4774261	1779	6	4914847	819141.17	4774261	4640607.11	1	4774261	1779	0	0	0	0	0	0	0	0	1180300:1280783:1279107:1174657	52.08	0	6	4914847	819141.17	0	6	6	1	3	4774261	4	2	17659	5	1	3	3	10	10
24-SA02585-0	150x	4	4894494	1223623.5	4774473	4660282.66	1	4774473	553	4	4894494	1223623.5	4774473	4660282.66	1	4774473	553	0	0	0	0	0	0	0	0	1171570:1275068:1274302:1173554	52.09	0	4	4894494	1223623.5	0	4	6	1.5	3	4774473	0	0	0	3	1	3	3	150	>30
24-SA02585-0	200x	5	4901695	980339	4774473	4653417.32	1	4774473	2546	5	4901695	980339	4774473	4653417.32	1	4774473	2546	0	0	0	0	0	0	0	0	1173296:1277128:1276033:1175238	52.09	0	5	4901695	980339	0	5	5	1	3	4774473	4	2	5459	5	0	3	3	200	>30
24-SA02585-0	20x	4	4897510	1224377.5	4774477	4657423.13	1	4774477	669	4	4897510	1224377.5	4774477	4657423.13	1	4774477	669	0	0	0	0	0	0	0	0	1172280:1275921:1275038:1174271	52.09	0	4	4897510	1224377.5	0	4	6	1.5	3	4774477	0	0	0	3	1	3	3	20	20
24-SA02585-0	30x	3	4897104	1632368	4774473	4657801.62	1	4774473	3751	3	4897104	1632368	4774473	4657801.62	1	4774473	3751	0	0	0	0	0	0	0	0	1174175:1274948:1275793:1172188	52.09	0	3	4897104	1632368	0	3	4	1.33	3	4774473	0	0	0	3	0	3	3	30	30
24-SA02585-0	40x	3	4897188	1632396	4774474	4657727.71	1	4774474	3751	3	4897188	1632396	4774474	4657727.71	1	4774474	3751	0	0	0	0	0	0	0	0	1172206:1275817:1274973:1174192	52.09	0	3	4897188	1632396	0	3	5	1.67	3	4774474	0	0	0	3	0	3	3	40	>30
24-SA02585-0	50x	3	4894198	1631399.33	4774472	4660562.58	1	4774472	846	3	4894198	1631399.33	4774472	4660562.58	1	4774472	846	0	0	0	0	0	0	0	0	1171484:1274933:1274300:1173481	52.09	0	3	4894198	1631399.33	0	3	4	1.33	3	4774472	0	0	0	3	0	3	3	50	>30
24-SA02585-0	60x	4	4897080	1224270	4774473	4657824.51	1	4774473	583	4	4897080	1224270	4774473	4657824.51	1	4774473	583	0	0	0	0	0	0	0	0	1174167:1274943:1275784:1172186	52.09	0	4	4897080	1224270	0	4	6	1.5	3	4774473	0	0	0	3	1	3	3	60	>30
24-SA02585-0	70x	5	4898724	979744.8	4774472	4656259.62	1	4774472	667	5	4898724	979744.8	4774472	4656259.62	1	4774472	667	0	0	0	0	0	0	0	0	1174509:1275581:1276026:1172608	52.09	0	5	4898724	979744.8	0	5	7	1.4	5	4774472	0	0	0	5	0	5	5	70	>30
24-SA02585-0	80x	3	4913896	1637965.33	4774472	4641965.84	1	4774472	20544	3	4913896	1637965.33	4774472	4641965.84	1	4774472	20544	0	0	0	0	0	0	0	0	1178068:1279877:1279704:1176247	52.09	0	3	4913896	1637965.33	0	3	4	1.33	3	4774472	0	0	0	3	0	3	3	80	>30
24-SA02585-0	90x	3	4918914	1639638	4774472	4637279.76	1	4774472	25500	3	4918914	1639638	4774472	4637279.76	1	4774472	25500	0	0	0	0	0	0	0	0	1177396:1282009:1280107:1179402	52.09	0	3	4918914	1639638	0	3	4	1.33	3	4774472	0	0	0	3	0	3	3	90	>30
24-SA02586-0	100x	5	5011588	1002317.6	4679010	4385342.94	1	4679010	1862	5	5011588	1002317.6	4679010	4385342.94	1	4679010	1862	0	0	0	0	0	0	0	0	1198527:1307142:1303631:1202288	52.09	0	5	5011588	1002317.6	0	5	4	0.8	3	4679010	4	2	3724	5	0	3	3	100	>30
24-SA02586-0	10x	3	5008276	1669425.33	4679391	4388957.1	1	4679391	41305	3	5008276	1669425.33	4679391	4388957.1	1	4679391	41305	0	0	0	0	0	0	0	0	1197534:1306424:1302876:1201442	52.1	0	3	5008276	1669425.33	0	3	2	0.67	2	287580	2	1	4679391	3	0	2	2	10	10
24-SA02586-0	150x	3	5007863	1669287.67	4679009	4388601.64	1	4679009	41305	3	5007863	1669287.67	4679009	4388601.64	1	4679009	41305	0	0	0	0	0	0	0	0	1198735:1305039:1303971:1200118	52.1	0	3	5007863	1669287.67	0	3	4	1.33	3	4679009	0	0	0	3	0	3	3	150	>30
24-SA02586-0	200x	3	5007863	1669287.67	4679009	4388601.64	1	4679009	41305	3	5007863	1669287.67	4679009	4388601.64	1	4679009	41305	0	0	0	0	0	0	0	0	1200255:1304037:1304973:1198598	52.1	0	3	5007863	1669287.67	0	3	4	1.33	3	4679009	0	0	0	3	0	3	3	200	>30
24-SA02586-0	20x	3	5007871	1669290.33	4679015	4388606.07	1	4679015	41305	3	5007871	1669290.33	4679015	4388606.07	1	4679015	41305	0	0	0	0	0	0	0	0	1198742:1305038:1303968:1200123	52.1	0	3	5007871	1669290.33	0	3	4	1.33	3	4679015	0	0	0	3	0	3	3	20	20
24-SA02586-0	30x	5	5053066	1010613.2	4679009	4350362.57	1	4679009	1865	5	5053066	1010613.2	4679009	4350362.57	1	4679009	1865	0	0	0	0	0	0	0	0	1214644:1312139:1316774:1209509	52.03	0	5	5053066	1010613.2	0	5	4	0.8	3	4679009	4	2	3730	5	0	3	3	30	30
24-SA02586-0	40x	3	5007866	1669288.67	4679010	4388601.1	1	4679010	41305	3	5007866	1669288.67	4679010	4388601.1	1	4679010	41305	0	0	0	0	0	0	0	0	1198708:1305032:1303980:1200146	52.1	0	3	5007866	1669288.67	0	3	4	1.33	3	4679010	0	0	0	3	0	3	3	40	>30
24-SA02586-0	50x	11	5052972	459361.09	4679131	4349739.94	1	4679131	1135	11	5052972	459361.09	4679131	4349739.94	1	4679131	1135	0	0	0	0	0	0	0	0	1209334:1315852:1315963:1211823	52.08	0	11	5052972	459361.09	0	11	6	0.55	3	4679131	16	8	45433	11	0	3	3	50	>30
24-SA02586-0	60x	3	5007863	1669287.67	4679008	4388599.88	1	4679008	41305	3	5007863	1669287.67	4679008	4388599.88	1	4679008	41305	0	0	0	0	0	0	0	0	1200228:1304028:1304981:1198626	52.1	0	3	5007863	1669287.67	0	3	4	1.33	3	4679008	0	0	0	3	0	3	3	60	>30
24-SA02586-0	70x	3	5048286	1682762	4679009	4354446.15	1	4679009	81727	3	5048286	1682762	4679009	4354446.15	1	4679009	81727	0	0	0	0	0	0	0	0	1210641:1313112:1313420:1211113	52.03	0	3	5048286	1682762	0	3	4	1.33	3	4679009	0	0	0	3	0	3	3	70	>30
24-SA02586-0	80x	3	5007864	1669288	4679009	4388600.87	1	4679009	41305	3	5007864	1669288	4679009	4388600.87	1	4679009	41305	0	0	0	0	0	0	0	0	1198707:1305031:1303980:1200146	52.1	0	3	5007864	1669288	0	3	5	1.67	3	4679009	0	0	0	3	0	3	3	80	>30
24-SA02586-0	90x	5	5024094	1004818.8	4679007	4374454.21	1	4679007	3625	5	5024094	1004818.8	4679007	4374454.21	1	4679007	3625	0	0	0	0	0	0	0	0	1205144:1306770:1310593:1201587	52.1	0	5	5024094	1004818.8	0	5	4	0.8	3	4679007	4	2	16233	5	0	3	3	90	>30
24-SA02594-0	100x	1	4694461	4694461	4694461	4694461	1	4694461	4694461	1	4694461	4694461	4694461	4694461	1	4694461	4694461	0	0	0	0	0	0	0	0	1126332:1224548:1221952:1121629	52.11	0	1	4694461	4694461	0	1	2	2	1	4694461	0	0	0	1	0	1	1	100	>30
24-SA02594-0	10x	1	4695542	4695542	4695542	4695542	1	4695542	4695542	1	4695542	4695542	4695542	4695542	1	4695542	4695542	0	0	0	0	0	0	0	0	1121881:1222239:1224886:1126536	52.12	0	1	4695542	4695542	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	10
24-SA02594-0	150x	1	4694462	4694462	4694462	4694462	1	4694462	4694462	1	4694462	4694462	4694462	4694462	1	4694462	4694462	0	0	0	0	0	0	0	0	1126331:1224547:1221953:1121631	52.11	0	1	4694462	4694462	0	1	2	2	1	4694462	0	0	0	1	0	1	1	150	>30
24-SA02594-0	200x	1	4694462	4694462	4694462	4694462	1	4694462	4694462	1	4694462	4694462	4694462	4694462	1	4694462	4694462	0	0	0	0	0	0	0	0	1121631:1221953:1224547:1126331	52.11	0	1	4694462	4694462	0	1	2	2	1	4694462	0	0	0	1	0	1	1	200	>30
24-SA02594-0	20x	1	4694469	4694469	4694469	4694469	1	4694469	4694469	1	4694469	4694469	4694469	4694469	1	4694469	4694469	0	0	0	0	0	0	0	0	1121641:1221942:1224542:1126344	52.11	0	1	4694469	4694469	0	1	2	2	1	4694469	0	0	0	1	0	1	1	20	20
24-SA02594-0	30x	1	4694465	4694465	4694465	4694465	1	4694465	4694465	1	4694465	4694465	4694465	4694465	1	4694465	4694465	0	0	0	0	0	0	0	0	1121634:1221948:1224546:1126337	52.11	0	1	4694465	4694465	0	1	2	2	1	4694465	0	0	0	1	0	1	1	30	30
24-SA02594-0	40x	1	4694465	4694465	4694465	4694465	1	4694465	4694465	1	4694465	4694465	4694465	4694465	1	4694465	4694465	0	0	0	0	0	0	0	0	1121632:1221953:1224547:1126333	52.11	0	1	4694465	4694465	0	1	2	2	1	4694465	0	0	0	1	0	1	1	40	>30
24-SA02594-0	50x	1	4694463	4694463	4694463	4694463	1	4694463	4694463	1	4694463	4694463	4694463	4694463	1	4694463	4694463	0	0	0	0	0	0	0	0	1121630:1221950:1224548:1126335	52.11	0	1	4694463	4694463	0	1	2	2	1	4694463	0	0	0	1	0	1	1	50	>30
24-SA02594-0	60x	1	4694461	4694461	4694461	4694461	1	4694461	4694461	1	4694461	4694461	4694461	4694461	1	4694461	4694461	0	0	0	0	0	0	0	0	1126332:1224546:1221952:1121631	52.11	0	1	4694461	4694461	0	1	2	2	1	4694461	0	0	0	1	0	1	1	60	>30
24-SA02594-0	70x	1	4694462	4694462	4694462	4694462	1	4694462	4694462	1	4694462	4694462	4694462	4694462	1	4694462	4694462	0	0	0	0	0	0	0	0	1126333:1224547:1221951:1121631	52.11	0	1	4694462	4694462	0	1	2	2	1	4694462	0	0	0	1	0	1	1	70	>30
24-SA02594-0	80x	1	4694463	4694463	4694463	4694463	1	4694463	4694463	1	4694463	4694463	4694463	4694463	1	4694463	4694463	0	0	0	0	0	0	0	0	1126331:1224545:1221953:1121634	52.11	0	1	4694463	4694463	0	1	2	2	1	4694463	0	0	0	1	0	1	1	80	>30
24-SA02594-0	90x	1	4694462	4694462	4694462	4694462	1	4694462	4694462	1	4694462	4694462	4694462	4694462	1	4694462	4694462	0	0	0	0	0	0	0	0	1126331:1224545:1221953:1121633	52.11	0	1	4694462	4694462	0	1	2	2	1	4694462	0	0	0	1	0	1	1	90	>30
24-SA02610-0	100x	2	4801328	2400664	4798117	4794910.29	1	4798117	3211	2	4801328	2400664	4798117	4794910.29	1	4798117	3211	0	0	0	0	0	0	0	0	1146793:1254106:1254285:1146144	52.24	0	2	4801328	2400664	0	2	2	1	1	4798117	2	1	3211	2	0	1	1	100	>30
24-SA02610-0	10x	9	4846732	538525.78	1229197	1153633.4	2	1620197	3213	13	4846732	372825.54	1229197	1137931.99	2	1608945	3213	0	0	0	0	0	0	0	0	1155658:1259554:1270094:1161426	52.19	0	10	4812976	481297.6	0	9	4	0.4	1	3392895	14	5	1420081	6	0	0	0	10	10
24-SA02610-0	150x	2	4801327	2400663.5	4798116	4794909.29	1	4798116	3211	2	4801327	2400663.5	4798116	4794909.29	1	4798116	3211	0	0	0	0	0	0	0	0	1146791:1254104:1254289:1146143	52.24	0	2	4801327	2400663.5	0	2	2	1	1	4798116	2	1	3211	2	0	1	1	150	>30
24-SA02610-0	20x	1	4798122	4798122	4798122	4798122	1	4798122	4798122	1	4798122	4798122	4798122	4798122	1	4798122	4798122	0	0	0	0	0	0	0	0	1145927:1253359:1253525:1145311	52.25	0	1	4798122	4798122	0	1	2	2	1	4798122	0	0	0	1	0	1	1	20	20
24-SA02610-0	30x	1	4797889	4797889	4797889	4797889	1	4797889	4797889	1	4797889	4797889	4797889	4797889	1	4797889	4797889	0	0	0	0	0	0	0	0	1146122:1253103:1253323:1145341	52.24	0	1	4797889	4797889	0	1	2	2	1	4797889	0	0	0	1	0	1	1	30	30
24-SA02610-0	40x	1	4798120	4798120	4798120	4798120	1	4798120	4798120	1	4798120	4798120	4798120	4798120	1	4798120	4798120	0	0	0	0	0	0	0	0	1145280:1253538:1253342:1145960	52.25	0	1	4798120	4798120	0	1	2	2	1	4798120	0	0	0	1	0	1	1	40	>30
24-SA02610-0	50x	2	4801335	2400667.5	4798117	4794903.31	1	4798117	3218	2	4801335	2400667.5	4798117	4794903.31	1	4798117	3218	0	0	0	0	0	0	0	0	1146795:1254107:1254286:1146147	52.24	0	2	4801335	2400667.5	0	2	2	1	1	4798117	2	1	3218	2	0	1	1	50	>30
24-SA02610-0	60x	2	4801339	2400669.5	4798121	4794907.31	1	4798121	3218	2	4801339	2400669.5	4798121	4794907.31	1	4798121	3218	0	0	0	0	0	0	0	0	1146794:1254107:1254288:1146150	52.24	0	2	4801339	2400669.5	0	2	2	1	1	4798121	2	1	3218	2	0	1	1	60	>30
24-SA02610-0	70x	1	4798117	4798117	4798117	4798117	1	4798117	4798117	1	4798117	4798117	4798117	4798117	1	4798117	4798117	0	0	0	0	0	0	0	0	1145279:1253538:1253343:1145957	52.25	0	1	4798117	4798117	0	1	2	2	1	4798117	0	0	0	1	0	1	1	70	>30
24-SA02610-0	80x	4	4804306	1201076.5	4798117	4791939.35	1	4798117	629	4	4804306	1201076.5	4798117	4791939.35	1	4798117	629	0	0	0	0	0	0	0	0	1146807:1255168:1254847:1147484	52.25	0	4	4804306	1201076.5	0	4	2	0.5	1	4798117	6	3	6189	4	0	1	1	80	>30
24-SA02610-0	90x	1	4798118	4798118	4798118	4798118	1	4798118	4798118	1	4798118	4798118	4798118	4798118	1	4798118	4798118	0	0	0	0	0	0	0	0	1145278:1253539:1253343:1145958	52.25	0	1	4798118	4798118	0	1	2	2	1	4798118	0	0	0	1	0	1	1	90	>30
24-SA02612-0	100x	3	4829268	1609756	4723589	4621418.19	1	4723589	43095	3	4829268	1609756	4723589	4621418.19	1	4723589	43095	0	0	0	0	0	0	0	0	1160716:1254979:1253938:1159635	51.95	0	3	4829268	1609756	0	3	4	1.33	3	4723589	0	0	0	3	0	3	3	100	>30
24-SA02612-0	10x	3	4829843	1609947.67	4724162	4621988.9	1	4724162	43096	3	4829843	1609947.67	4724162	4621988.9	1	4724162	43096	0	0	0	0	0	0	0	0	1160122:1253728:1255559:1160434	51.95	0	3	4829843	1609947.67	0	3	2	0.67	2	62585	2	1	4724162	3	0	2	2	10	10
24-SA02612-0	150x	3	4829265	1609755	4723587	4621417.12	1	4723587	43095	3	4829265	1609755	4723587	4621417.12	1	4723587	43095	0	0	0	0	0	0	0	0	1159924:1253560:1255355:1160426	51.95	0	3	4829265	1609755	0	3	4	1.33	3	4723587	0	0	0	3	0	3	3	150	>30
24-SA02612-0	20x	3	4829273	1609757.67	4723594	4621423.19	1	4723594	43095	3	4829273	1609757.67	4723594	4621423.19	1	4723594	43095	0	0	0	0	0	0	0	0	1160815:1255058:1253806:1159594	51.95	0	3	4829273	1609757.67	0	3	4	1.33	3	4723594	0	0	0	3	0	3	3	20	20
24-SA02612-0	30x	3	4829268	1609756	4723589	4621418.19	1	4723589	43095	3	4829268	1609756	4723589	4621418.19	1	4723589	43095	0	0	0	0	0	0	0	0	1159951:1253516:1255364:1160437	51.95	0	3	4829268	1609756	0	3	4	1.33	3	4723589	0	0	0	3	0	3	3	30	30
24-SA02612-0	40x	3	4829266	1609755.33	4723587	4621416.19	1	4723587	43095	3	4829266	1609755.33	4723587	4621416.19	1	4723587	43095	0	0	0	0	0	0	0	0	1160426:1255355:1253561:1159924	51.95	0	3	4829266	1609755.33	0	3	4	1.33	3	4723587	0	0	0	3	0	3	3	40	>30
24-SA02612-0	50x	5	4831642	966328.4	4723589	4619143.76	1	4723589	1110	5	4831642	966328.4	4723589	4619143.76	1	4723589	1110	0	0	0	0	0	0	0	0	1160935:1255883:1253984:1160840	51.95	0	5	4831642	966328.4	0	5	5	1	3	4723589	4	2	2624	5	0	3	3	50	>30
24-SA02612-0	60x	3	4829268	1609756	4723590	4621420.12	1	4723590	43095	3	4829268	1609756	4723590	4621420.12	1	4723590	43095	0	0	0	0	0	0	0	0	1160485:1255376:1253468:1159939	51.95	0	3	4829268	1609756	0	3	4	1.33	3	4723590	0	0	0	3	0	3	3	60	>30
24-SA02612-0	70x	3	4829266	1609755.33	4723588	4621418.12	1	4723588	43095	3	4829266	1609755.33	4723588	4621418.12	1	4723588	43095	0	0	0	0	0	0	0	0	1160471:1255356:1253516:1159923	51.95	0	3	4829266	1609755.33	0	3	4	1.33	3	4723588	0	0	0	3	0	3	3	70	>30
24-SA02612-0	80x	3	4829268	1609756	4723589	4621418.19	1	4723589	43095	3	4829268	1609756	4723589	4621418.19	1	4723589	43095	0	0	0	0	0	0	0	0	1160742:1254970:1253947:1159609	51.95	0	3	4829268	1609756	0	3	4	1.33	3	4723589	0	0	0	3	0	3	3	80	>30
24-SA02612-0	90x	3	4829267	1609755.67	4723588	4621417.19	1	4723588	43095	3	4829267	1609755.67	4723588	4621417.19	1	4723588	43095	0	0	0	0	0	0	0	0	1160742:1254970:1253947:1159608	51.95	0	3	4829267	1609755.67	0	3	4	1.33	3	4723588	0	0	0	3	0	3	3	90	>30
24-SA02613-0	100x	5	4891408	978281.6	4669177	4466182.78	1	4669177	2989	5	4891408	978281.6	4669177	4466182.78	1	4669177	2989	0	0	0	0	0	0	0	0	1168475:1276189:1278008:1168736	52.22	0	5	4891408	978281.6	0	5	6	1.2	4	4669177	2	1	4684	5	0	4	4	100	>30
